model,instrument,item,entropy,modal_share,n_distinct,n_trials
anthropic/claude-opus-4.5,political_compass,60,0.0,1.0,1,60
anthropic/claude-opus-4.5,political_compass,61,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,0,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,1,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,2,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,3,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,4,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,5,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,6,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,7,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,8,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,9,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,10,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,11,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,12,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,13,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,14,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,15,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,16,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,17,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,18,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,19,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,20,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,21,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,22,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,23,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,24,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,25,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,26,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,27,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,28,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,29,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,30,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,31,0.5665095065529053,0.8666666666666667,2,60
anthropic/claude-sonnet-4.5,8values,32,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,33,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,34,0.6500224216483541,0.8333333333333334,2,60
anthropic/claude-sonnet-4.5,8values,35,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,36,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,37,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,38,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,39,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,40,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,41,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,42,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,43,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,44,0.6873150928309273,0.8166666666666667,2,60
anthropic/claude-sonnet-4.5,8values,45,0.7837769474847011,0.7666666666666667,2,60
anthropic/claude-sonnet-4.5,8values,46,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,47,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,48,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,49,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,50,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,51,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,52,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,53,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,54,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,55,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,56,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,57,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,58,0.3533593350214213,0.9333333333333333,2,60
anthropic/claude-sonnet-4.5,8values,59,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,60,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,61,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,62,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,8values,63,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,64,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,65,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,66,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,67,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,68,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,8values,69,0.5197027865043055,0.8833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,0,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,1,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,2,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,3,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,4,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,5,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,6,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,7,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,8,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,9,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,10,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,11,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,12,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,13,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,14,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,15,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,16,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,17,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,18,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,19,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,20,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,21,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,22,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,23,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,24,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,25,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,26,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,27,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,28,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,29,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,30,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,31,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,32,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,33,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,34,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,35,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,36,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,37,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,38,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,39,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,40,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,41,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,42,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,43,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,44,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,45,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,46,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,47,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,48,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,49,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,50,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,51,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,52,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,53,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,54,0.2863969571159562,0.95,2,60
anthropic/claude-sonnet-4.5,political_compass,55,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,56,0.1222915970693747,0.9833333333333333,2,60
anthropic/claude-sonnet-4.5,political_compass,57,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,58,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,59,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,60,0.0,1.0,1,60
anthropic/claude-sonnet-4.5,political_compass,61,0.0,1.0,1,60
cohere/command-r-plus-08-2024,8values,0,0.8958368951832469,0.3333333333333333,5,60
cohere/command-r-plus-08-2024,8values,1,0.5314296694686027,0.8166666666666667,3,60
cohere/command-r-plus-08-2024,8values,2,0.6986886259082932,0.5333333333333333,5,60
cohere/command-r-plus-08-2024,8values,3,0.6023463955852228,0.6333333333333333,4,60
cohere/command-r-plus-08-2024,8values,4,0.5846098941041881,0.7333333333333333,3,60
cohere/command-r-plus-08-2024,8values,5,0.6888918158554771,0.6166666666666667,4,60
cohere/command-r-plus-08-2024,8values,6,0.7476908224353136,0.5166666666666667,5,60
cohere/command-r-plus-08-2024,8values,7,0.8112781244591328,0.75,2,60
cohere/command-r-plus-08-2024,8values,8,0.6170082783122015,0.65,4,60
cohere/command-r-plus-08-2024,8values,9,0.8924935188186252,0.5,4,60
cohere/command-r-plus-08-2024,8values,10,0.5539805159587917,0.6666666666666666,4,60
cohere/command-r-plus-08-2024,8values,11,0.548627468813546,0.8166666666666667,3,60
cohere/command-r-plus-08-2024,8values,12,0.5077037876807529,0.8,3,60
cohere/command-r-plus-08-2024,8values,13,0.9871377743721862,0.5666666666666667,2,60
cohere/command-r-plus-08-2024,8values,14,0.7786512539549382,0.5333333333333333,4,60
cohere/command-r-plus-08-2024,8values,15,0.6512888470192231,0.7,3,60
cohere/command-r-plus-08-2024,8values,16,0.8559788407732448,0.5833333333333334,3,60
cohere/command-r-plus-08-2024,8values,17,0.6359844720056412,0.7166666666666667,3,60
cohere/command-r-plus-08-2024,8values,18,0.5423591433430979,0.7833333333333333,4,60
cohere/command-r-plus-08-2024,8values,19,0.948260524176769,0.4,4,60
cohere/command-r-plus-08-2024,8values,20,0.6943536850036222,0.5333333333333333,3,60
cohere/command-r-plus-08-2024,8values,21,0.9340680553754911,0.65,2,60
cohere/command-r-plus-08-2024,8values,22,0.6385308546481113,0.6666666666666666,4,60
cohere/command-r-plus-08-2024,8values,23,0.601216432984243,0.75,3,60
cohere/command-r-plus-08-2024,8values,24,0.6707048001740724,0.5666666666666667,5,60
cohere/command-r-plus-08-2024,8values,25,0.9340680553754911,0.65,2,60
cohere/command-r-plus-08-2024,8values,26,0.4441054447905493,0.8166666666666667,4,60
cohere/command-r-plus-08-2024,8values,27,0.6231752877784729,0.5833333333333334,4,60
cohere/command-r-plus-08-2024,8values,28,0.4570902973181132,0.85,3,60
cohere/command-r-plus-08-2024,8values,29,0.6517773823420338,0.7166666666666667,4,60
cohere/command-r-plus-08-2024,8values,30,0.4636764076705224,0.8166666666666667,4,60
cohere/command-r-plus-08-2024,8values,31,0.49940719787774107,0.8,4,60
cohere/command-r-plus-08-2024,8values,32,0.689523426323126,0.65,3,60
cohere/command-r-plus-08-2024,8values,33,0.26403136658742804,0.9166666666666666,4,60
cohere/command-r-plus-08-2024,8values,34,0.7331925988014736,0.48333333333333334,4,60
cohere/command-r-plus-08-2024,8values,35,0.6120902886530268,0.6833333333333333,4,60
cohere/command-r-plus-08-2024,8values,36,0.5122187561880754,0.8333333333333334,3,60
cohere/command-r-plus-08-2024,8values,37,0.6652831977320969,0.6833333333333333,3,60
cohere/command-r-plus-08-2024,8values,38,0.31213949832656696,0.9166666666666666,3,60
cohere/command-r-plus-08-2024,8values,39,0.4951576801118834,0.7833333333333333,5,60
cohere/command-r-plus-08-2024,8values,40,0.5704606898080108,0.7666666666666667,4,60
cohere/command-r-plus-08-2024,8values,41,0.7692552373208171,0.55,3,60
cohere/command-r-plus-08-2024,8values,42,0.6002671068279505,0.7166666666666667,3,60
cohere/command-r-plus-08-2024,8values,43,0.689523426323126,0.65,3,60
cohere/command-r-plus-08-2024,8values,44,0.5197027865043055,0.8833333333333333,2,60
cohere/command-r-plus-08-2024,8values,45,0.7846966668696251,0.48333333333333334,5,60
cohere/command-r-plus-08-2024,8values,46,0.2570688853101004,0.9333333333333333,3,60
cohere/command-r-plus-08-2024,8values,47,0.6193151318602828,0.7333333333333333,3,60
cohere/command-r-plus-08-2024,8values,48,0.8366407419411673,0.7333333333333333,2,60
cohere/command-r-plus-08-2024,8values,49,0.6912571232873911,0.55,3,60
cohere/command-r-plus-08-2024,8values,50,0.3533593350214213,0.9333333333333333,2,60
cohere/command-r-plus-08-2024,8values,51,0.49311941721534636,0.75,4,60
cohere/command-r-plus-08-2024,8values,52,0.9871377743721862,0.5666666666666667,2,60
cohere/command-r-plus-08-2024,8values,53,0.757390653285503,0.5833333333333334,3,60
cohere/command-r-plus-08-2024,8values,54,0.6598844275363835,0.6333333333333333,3,60
cohere/command-r-plus-08-2024,8values,55,0.9927744539878083,0.55,2,60
cohere/command-r-plus-08-2024,8values,56,0.689523426323126,0.65,3,60
cohere/command-r-plus-08-2024,8values,57,0.6873150928309273,0.8166666666666667,2,60
cohere/command-r-plus-08-2024,8values,58,0.6984375407370746,0.65,4,60
cohere/command-r-plus-08-2024,8values,59,0.29904652296942125,0.9166666666666666,3,60
cohere/command-r-plus-08-2024,8values,60,0.47523325723646254,0.8166666666666667,4,60
cohere/command-r-plus-08-2024,8values,61,0.6974430938626628,0.5,3,60
cohere/command-r-plus-08-2024,8values,62,0.4716734178155153,0.85,3,60
cohere/command-r-plus-08-2024,8values,63,0.6710462367553833,0.65,4,60
cohere/command-r-plus-08-2024,8values,64,0.7509136390380078,0.4666666666666667,5,60
cohere/command-r-plus-08-2024,8values,65,0.6215741674447582,0.7666666666666667,3,60
cohere/command-r-plus-08-2024,8values,66,0.7840121058142361,0.5666666666666667,4,60
cohere/command-r-plus-08-2024,8values,67,0.594962975923987,0.6833333333333333,4,60
cohere/command-r-plus-08-2024,8values,68,0.9603622703154779,0.6166666666666667,2,60
cohere/command-r-plus-08-2024,8values,69,0.2570688853101004,0.9333333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,0,0.5665095065529053,0.8666666666666667,2,60
cohere/command-r-plus-08-2024,political_compass,1,0.6562536201852969,0.6333333333333333,4,60
cohere/command-r-plus-08-2024,political_compass,2,0.7102915786284787,0.6333333333333333,4,60
cohere/command-r-plus-08-2024,political_compass,3,0.6359844720056412,0.7166666666666667,3,60
cohere/command-r-plus-08-2024,political_compass,4,0.8077398907785025,0.5,4,60
cohere/command-r-plus-08-2024,political_compass,5,0.757968380603055,0.4666666666666667,4,60
cohere/command-r-plus-08-2024,political_compass,6,0.4570902973181132,0.85,3,60
cohere/command-r-plus-08-2024,political_compass,7,0.6013385910242667,0.75,4,60
cohere/command-r-plus-08-2024,political_compass,8,0.6193151318602828,0.7333333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,9,0.5665095065529053,0.8666666666666667,2,60
cohere/command-r-plus-08-2024,political_compass,10,0.371448079731248,0.8833333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,11,0.612671070624864,0.7166666666666667,4,60
cohere/command-r-plus-08-2024,political_compass,12,0.22667966751071067,0.9333333333333333,4,60
cohere/command-r-plus-08-2024,political_compass,13,0.7029618801810331,0.5,4,60
cohere/command-r-plus-08-2024,political_compass,14,0.31213949832656696,0.9166666666666666,3,60
cohere/command-r-plus-08-2024,political_compass,15,0.2650069017386699,0.9333333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,16,0.6231752877784729,0.5833333333333334,4,60
cohere/command-r-plus-08-2024,political_compass,17,0.5611062087139618,0.7,4,60
cohere/command-r-plus-08-2024,political_compass,18,0.6780844984803347,0.65,4,60
cohere/command-r-plus-08-2024,political_compass,19,0.5197027865043055,0.8833333333333333,2,60
cohere/command-r-plus-08-2024,political_compass,20,0.33691512292003634,0.9,3,60
cohere/command-r-plus-08-2024,political_compass,21,0.7297817149734313,0.5666666666666667,3,60
cohere/command-r-plus-08-2024,political_compass,22,0.7219280948873623,0.8,2,60
cohere/command-r-plus-08-2024,political_compass,23,0.6598844275363835,0.6333333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,24,0.42140951494476375,0.8333333333333334,4,60
cohere/command-r-plus-08-2024,political_compass,25,0.4004170879455328,0.8833333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,26,0.6819239161454725,0.5833333333333334,3,60
cohere/command-r-plus-08-2024,political_compass,27,0.7837769474847011,0.7666666666666667,2,60
cohere/command-r-plus-08-2024,political_compass,28,0.4138168503036338,0.9166666666666666,2,60
cohere/command-r-plus-08-2024,political_compass,29,0.7219280948873623,0.8,2,60
cohere/command-r-plus-08-2024,political_compass,30,0.40933119413304037,0.85,4,60
cohere/command-r-plus-08-2024,political_compass,31,0.6283147845390691,0.5666666666666667,4,60
cohere/command-r-plus-08-2024,political_compass,32,0.4798362349977679,0.8,4,60
cohere/command-r-plus-08-2024,political_compass,33,0.7219280948873623,0.8,2,60
cohere/command-r-plus-08-2024,political_compass,34,0.7047138891998306,0.48333333333333334,4,60
cohere/command-r-plus-08-2024,political_compass,35,0.49311941721534636,0.75,4,60
cohere/command-r-plus-08-2024,political_compass,36,0.5292260823847988,0.7833333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,37,0.9007196798623592,0.6833333333333333,2,60
cohere/command-r-plus-08-2024,political_compass,38,0.7208869425422553,0.7166666666666667,3,60
cohere/command-r-plus-08-2024,political_compass,39,0.22667966751071067,0.9333333333333333,4,60
cohere/command-r-plus-08-2024,political_compass,40,0.9798687566511527,0.5833333333333334,2,60
cohere/command-r-plus-08-2024,political_compass,41,0.6395504701834547,0.7666666666666667,3,60
cohere/command-r-plus-08-2024,political_compass,42,0.9340680553754911,0.65,2,60
cohere/command-r-plus-08-2024,political_compass,43,0.7090072614673607,0.6166666666666667,3,60
cohere/command-r-plus-08-2024,political_compass,44,0.6449978117312314,0.7333333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,45,0.6325777481697867,0.55,4,60
cohere/command-r-plus-08-2024,political_compass,46,0.7429254423681528,0.48333333333333334,3,60
cohere/command-r-plus-08-2024,political_compass,47,0.6102091609207727,0.6166666666666667,4,60
cohere/command-r-plus-08-2024,political_compass,48,0.34028043037217964,0.8833333333333333,4,60
cohere/command-r-plus-08-2024,political_compass,49,0.3533593350214213,0.9333333333333333,2,60
cohere/command-r-plus-08-2024,political_compass,50,0.6243046164262442,0.7,4,60
cohere/command-r-plus-08-2024,political_compass,51,0.9603622703154779,0.6166666666666667,2,60
cohere/command-r-plus-08-2024,political_compass,52,0.9967916319816367,0.5333333333333333,2,60
cohere/command-r-plus-08-2024,political_compass,53,0.6075270151411405,0.7166666666666667,4,60
cohere/command-r-plus-08-2024,political_compass,54,0.6786181188057506,0.7333333333333333,3,60
cohere/command-r-plus-08-2024,political_compass,55,0.5578578164321781,0.8,3,60
cohere/command-r-plus-08-2024,political_compass,56,0.5005295599376489,0.7833333333333333,4,60
cohere/command-r-plus-08-2024,political_compass,57,0.5665095065529053,0.8666666666666667,2,60
cohere/command-r-plus-08-2024,political_compass,58,0.7219280948873623,0.8,2,60
cohere/command-r-plus-08-2024,political_compass,59,0.7540340561971326,0.7833333333333333,2,60
cohere/command-r-plus-08-2024,political_compass,60,0.7297817149734313,0.5666666666666667,3,60
cohere/command-r-plus-08-2024,political_compass,61,0.5914930297299702,0.7333333333333333,4,60
deepseek/deepseek-chat,8values,0,0.8812908992306927,0.7,2,60
deepseek/deepseek-chat,8values,1,0.0,1.0,1,60
deepseek/deepseek-chat,8values,2,0.9480782435939054,0.6333333333333333,2,60
deepseek/deepseek-chat,8values,3,0.9798687566511527,0.5833333333333334,2,60
deepseek/deepseek-chat,8values,4,0.0,1.0,1,60
deepseek/deepseek-chat,8values,5,0.0,1.0,1,60
deepseek/deepseek-chat,8values,6,0.8812908992306927,0.7,2,60
deepseek/deepseek-chat,8values,7,0.0,1.0,1,60
deepseek/deepseek-chat,8values,8,0.0,1.0,1,60
deepseek/deepseek-chat,8values,9,0.0,1.0,1,60
deepseek/deepseek-chat,8values,10,0.0,1.0,1,60
deepseek/deepseek-chat,8values,11,0.9480782435939054,0.6333333333333333,2,60
deepseek/deepseek-chat,8values,12,0.0,1.0,1,60
deepseek/deepseek-chat,8values,13,0.6873150928309273,0.8166666666666667,2,60
deepseek/deepseek-chat,8values,14,0.8812908992306927,0.7,2,60
deepseek/deepseek-chat,8values,15,0.0,1.0,1,60
deepseek/deepseek-chat,8values,16,0.0,1.0,1,60
deepseek/deepseek-chat,8values,17,0.0,1.0,1,60
deepseek/deepseek-chat,8values,18,0.9967916319816367,0.5333333333333333,2,60
deepseek/deepseek-chat,8values,19,0.9007196798623592,0.6833333333333333,2,60
deepseek/deepseek-chat,8values,20,0.1222915970693747,0.9833333333333333,2,60
deepseek/deepseek-chat,8values,21,0.0,1.0,1,60
deepseek/deepseek-chat,8values,22,0.21084230031853216,0.9666666666666667,2,60
deepseek/deepseek-chat,8values,23,0.0,1.0,1,60
deepseek/deepseek-chat,8values,24,0.0,1.0,1,60
deepseek/deepseek-chat,8values,25,0.0,1.0,1,60
deepseek/deepseek-chat,8values,26,0.0,1.0,1,60
deepseek/deepseek-chat,8values,27,0.0,1.0,1,60
deepseek/deepseek-chat,8values,28,0.2863969571159562,0.95,2,60
deepseek/deepseek-chat,8values,29,0.0,1.0,1,60
deepseek/deepseek-chat,8values,30,0.0,1.0,1,60
deepseek/deepseek-chat,8values,31,0.0,1.0,1,60
deepseek/deepseek-chat,8values,32,0.0,1.0,1,60
deepseek/deepseek-chat,8values,33,0.0,1.0,1,60
deepseek/deepseek-chat,8values,34,0.1222915970693747,0.9833333333333333,2,60
deepseek/deepseek-chat,8values,35,0.9927744539878083,0.55,2,60
deepseek/deepseek-chat,8values,36,0.0,1.0,1,60
deepseek/deepseek-chat,8values,37,0.0,1.0,1,60
deepseek/deepseek-chat,8values,38,0.1222915970693747,0.9833333333333333,2,60
deepseek/deepseek-chat,8values,39,0.9709505944546688,0.6,2,60
deepseek/deepseek-chat,8values,40,0.1222915970693747,0.9833333333333333,2,60
deepseek/deepseek-chat,8values,41,0.1222915970693747,0.9833333333333333,2,60
deepseek/deepseek-chat,8values,42,0.6098403047164005,0.85,2,60
deepseek/deepseek-chat,8values,43,0.0,1.0,1,60
deepseek/deepseek-chat,8values,44,0.0,1.0,1,60
deepseek/deepseek-chat,8values,45,0.9340680553754911,0.65,2,60
deepseek/deepseek-chat,8values,46,0.9798687566511527,0.5833333333333334,2,60
deepseek/deepseek-chat,8values,47,0.0,1.0,1,60
deepseek/deepseek-chat,8values,48,0.5665095065529053,0.8666666666666667,2,60
deepseek/deepseek-chat,8values,49,0.5665095065529053,0.8666666666666667,2,60
deepseek/deepseek-chat,8values,50,0.9967916319816367,0.5333333333333333,2,60
deepseek/deepseek-chat,8values,51,0.0,1.0,1,60
deepseek/deepseek-chat,8values,52,0.4138168503036338,0.9166666666666666,2,60
deepseek/deepseek-chat,8values,53,0.0,1.0,1,60
deepseek/deepseek-chat,8values,54,0.0,1.0,1,60
deepseek/deepseek-chat,8values,55,0.6500224216483541,0.8333333333333334,2,60
deepseek/deepseek-chat,8values,56,0.4138168503036338,0.9166666666666666,2,60
deepseek/deepseek-chat,8values,57,0.9991983542636397,0.5166666666666667,2,60
deepseek/deepseek-chat,8values,58,0.0,1.0,1,60
deepseek/deepseek-chat,8values,59,0.1222915970693747,0.9833333333333333,2,60
deepseek/deepseek-chat,8values,60,0.0,1.0,1,60
deepseek/deepseek-chat,8values,61,0.0,1.0,1,60
deepseek/deepseek-chat,8values,62,0.9871377743721862,0.5666666666666667,2,60
deepseek/deepseek-chat,8values,63,0.0,1.0,1,60
deepseek/deepseek-chat,8values,64,0.5197027865043055,0.8833333333333333,2,60
deepseek/deepseek-chat,8values,65,0.6098403047164005,0.85,2,60
deepseek/deepseek-chat,8values,66,0.9340680553754911,0.65,2,60
deepseek/deepseek-chat,8values,67,0.21084230031853216,0.9666666666666667,2,60
deepseek/deepseek-chat,8values,68,0.6873150928309273,0.8166666666666667,2,60
deepseek/deepseek-chat,8values,69,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,0,0.6098403047164005,0.85,2,60
deepseek/deepseek-chat,political_compass,1,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,2,0.4138168503036338,0.9166666666666666,2,60
deepseek/deepseek-chat,political_compass,3,0.9967916319816367,0.5333333333333333,2,60
deepseek/deepseek-chat,political_compass,4,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,5,0.3533593350214213,0.9333333333333333,2,60
deepseek/deepseek-chat,political_compass,6,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,7,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,8,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,9,0.5665095065529053,0.8666666666666667,2,60
deepseek/deepseek-chat,political_compass,10,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,11,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,12,0.5197027865043055,0.8833333333333333,2,60
deepseek/deepseek-chat,political_compass,13,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,14,0.3533593350214213,0.9333333333333333,2,60
deepseek/deepseek-chat,political_compass,15,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,16,0.9709505944546688,0.6,2,60
deepseek/deepseek-chat,political_compass,17,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,18,0.46899559358928117,0.9,2,60
deepseek/deepseek-chat,political_compass,19,0.5665095065529053,0.8666666666666667,2,60
deepseek/deepseek-chat,political_compass,20,0.5197027865043055,0.8833333333333333,2,60
deepseek/deepseek-chat,political_compass,21,0.9798687566511527,0.5833333333333334,2,60
deepseek/deepseek-chat,political_compass,22,0.21084230031853216,0.9666666666666667,2,60
deepseek/deepseek-chat,political_compass,23,0.21084230031853216,0.9666666666666667,2,60
deepseek/deepseek-chat,political_compass,24,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,25,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,26,0.9927744539878083,0.55,2,60
deepseek/deepseek-chat,political_compass,27,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,28,0.0,1.0,1,60
deepseek/deepseek-chat,political_compass,29,0.5665095065529053,0.8666666666666667,2,60
